Ngày 11/19/2023:
   Keyword 'cầu_ánh_sao': 0.04%
   Keyword 'hồ_bán_nguyệt': 0.04%
   Keyword 'cầu': 0.04%
   Keyword 'nhà_cửa': 0.04%
   Keyword 'tử_thần': 0.04%
   Keyword 'cơ_cấu': 0.04%
   Keyword 'nghiêm_trọng_bờ_sông_lam': 0.04%
   Keyword 'trần_hồng_quang': 0.04%
   Keyword 'phó_giám_đốc_sở_khoa_học_công_nghệ_hoà_bình_trần_hồng_quang': 0.04%
   Keyword 'đại_uý_công_an_vĩnh_long': 0.04%
   Keyword 'vĩnh_long': 0.04%
   Keyword 'kỹ_năng': 0.04%
   Keyword 'tinternet_nâng': 0.04%
   Keyword 'ý_thức': 0.04%
   Keyword 'càphê': 0.04%
   Keyword 'bảo_tàng_thế_giới_càphê': 0.04%
   Keyword 'rịavũng_tàu': 0.04%
   Keyword 'thống_nhất_luật_đường_bộ_luật_trật_tự': 0.04%
   Keyword 'đà_bắc': 0.04%
   Keyword 'ảnh_nhà_ga_hành_khách_sân_bay_long_thành': 0.04%
   Keyword 'ảnh_nhà': 0.04%
   Keyword 'hội_cựu_công': 0.04%
   Keyword 'cựu_công': 0.04%
   Keyword 'vũ_thảo_giang': 0.04%
   Keyword 'nhà_thiết_kế_vũ_thảo_giang': 0.04%
   Keyword 'nhà_thiết_kế': 0.04%
   Keyword 'khởi_điểm': 0.04%
   Keyword 'chiến_dịch_powherful': 0.04%
   Keyword 'powherful': 0.04%
   Keyword 'khu_công_nghiệp_tây_nam_bộ': 0.04%
   Keyword 'tây_nam_bộ': 0.04%
   Keyword 'ảnh_ấn_tượng': 0.04%
   Keyword 'mục_đích': 0.04%
   Keyword 'trọng_tâm': 0.04%
   Keyword 'giao_lưu': 0.04%
   Keyword 'bảo_hiểm_y_tế': 0.04%
   Keyword 'sáng_chế': 0.04%
   Keyword 'chung_cư_việt_nam': 0.04%
   Keyword 'làng_quê_việt_nam': 0.04%
   Keyword 'tân_cảng': 0.04%
   Keyword 'mộc_bài': 0.04%
   Keyword 'việt_namcampuchia': 0.04%
   Keyword 'cảng_cạn_tân_cảng_mộc_bài': 0.04%
   Keyword 'chủ_tịch_uỷ_ban_nhân_dân_tỉnh_kon_tum': 0.04%
   Keyword 'khuyến_nghị_upr': 0.04%
   Keyword 'nông_thôn_việt_nam': 0.04%
   Keyword 'neo_đậu': 0.04%
   Keyword 'sales': 0.04%
   Keyword 'putaleng': 0.04%
   Keyword 'đường_trường_putaleng': 0.04%
   Keyword 'đường_trường': 0.04%
   Keyword 'giới_trẻ_hà_nội': 0.04%
   Keyword 'hiệp_định': 0.04%
   Keyword 'lục_bình': 0.04%
   Keyword 'hải_quan_lào_cai': 0.04%
   Keyword 'nhật_bảnviệt_nam': 0.04%
   Keyword 'y_sinh': 0.04%
   Keyword 'đồng_bằng_sông_hồng': 0.04%
   Keyword 'đồng_bằng': 0.04%
   Keyword 'diễn_đàn': 0.04%
   Keyword 'bệnh_viện_trung_ương': 0.04%
   Keyword 'hội_viên': 0.04%
   Keyword 'cựu_chiến_binh': 0.04%
   Keyword 'gia_đình_hội_viên_cựu_chiến_binh_nghệ_an': 0.04%
   Keyword 'lính_đánh_thuê': 0.04%
   Keyword 'tổng_thống_putin_csto': 0.04%
   Keyword 'armenia': 0.04%
   Keyword 'chiến_dịch_lính_đánh_thuê_armenia': 0.04%
   Keyword 'trò_chơi': 0.04%
   Keyword 'hoa_hồng': 0.04%
   Keyword 'sony': 0.04%
   Keyword 'doãn_hải_my': 0.04%
   Keyword 'thị_lực': 0.04%
   Keyword 'thú_y': 0.04%
   Keyword 'ổ_dịch_tả_lợn_châu_phi': 0.04%
   Keyword 'cục_thú_y': 0.04%
   Keyword 'bún_bò': 0.04%
   Keyword 'brazil': 0.04%
   Keyword 'hậu_vệ_nổi_tiếng_brazil': 0.04%
   Keyword 'hậu_vệ': 0.04%
   Keyword 'mỹ_nhân_tân_cương_cổ_lực_na': 0.04%
   Keyword 'mỹ_nhân': 0.04%
   Keyword 'tân_cương_cổ_lực_na': 0.04%
   Keyword 'sự_cố_messi': 0.04%
   Keyword 'nam_mỹ': 0.04%
   Keyword 'sự_cố': 0.04%
   Keyword 'rodrygo': 0.04%
   Keyword 'ma_tuý_hàn_quốc': 0.04%
   Keyword 'màn_hình_pholed': 0.04%
   Keyword 'samsung': 0.04%
   Keyword 'màn_hình': 0.04%
   Keyword 'truy': 0.04%
   Keyword 'nông_lâm': 0.04%
   Keyword 'trường_đại_học_nông_lâm_tp._hcm': 0.04%
   Keyword 'công_thương': 0.04%
   Keyword 'sở_công_thương_tp._hcm': 0.04%
   Keyword 'tổng_lãnh_sự_cuba_tp._hcm': 0.04%
   Keyword 'tổng_lãnh_sự': 0.04%
   Keyword 'vòng_nguyệt_quế': 0.04%
   Keyword 'bạn_bè': 0.04%
   Keyword 'nguyễn_vũ_nhiều': 0.04%
   Keyword 'nhạc_sĩ_nguyễn_vũ_nhiều': 0.04%
   Keyword 'thánh_ca': 0.04%
   Keyword 'côn_đồ': 0.04%
   Keyword 'nam_sinh': 0.04%
   Keyword 'nguyễn_việt_thắng': 0.04%
   Keyword 'hlv_nguyễn_việt_thắng': 0.04%
   Keyword 'hồng_nhung': 0.04%
   Keyword 'mỹ_tâm': 0.04%
   Keyword 'thầy_thuốc': 0.04%
   Keyword 'mái_tóc': 0.04%
   Keyword 'nguyễn_minh_triết_cần': 0.04%
   Keyword 'đảng_viên': 0.04%
   Keyword 'nghĩa_địa': 0.04%
   Keyword 'em_gái': 0.04%
   Keyword 'quốc_dân': 0.04%
   Keyword 'kim_yoo_jung': 0.04%
   Keyword 'em_gái_quốc_dân_kim_yoo_jung': 0.04%
   Keyword 'công_đoàn_t._đoàn': 0.04%
   Keyword 'công_đoàn': 0.04%
   Keyword 'công_đoàn_t.': 0.04%
   Keyword 'bí_thư_hà_nội': 0.04%
   Keyword 'tuyệt_đối_lái_xe_nồng_độ_cồn_uống': 0.04%
   Keyword 'uống': 0.04%
   Keyword 'trường_đh_bách_khoa_tp._hcm': 0.04%
   Keyword 'thí_sinh': 0.04%
   Keyword 'đội_ngũ_sanofi_vn': 0.04%
   Keyword 'đội_ngũ': 0.04%
   Keyword 'sanofi': 0.04%
   Keyword 'nữ_giám': 0.04%
   Keyword 'bí_thư_thứ_nhất_t._đoàn': 0.04%
   Keyword 'bí_thư_thứ_nhất': 0.04%
   Keyword 'nhà_khoa_học_nữ_việt_nam': 0.04%
   Keyword 'giải_thưởng_loréal_unesco': 0.04%
   Keyword 'chân_mày': 0.04%
   Keyword 'chợ_gạo': 0.04%
   Keyword 'kênh_chợ_gạo': 0.04%
   Keyword 'diễn_biến': 0.04%
   Keyword 'làm_việc_tốt_nhất_việt_nam': 0.04%
   Keyword 'tốt_nhất': 0.04%
   Keyword 'làm_việc': 0.04%
   Keyword 'đan_mạch': 0.04%
   Keyword 'mỹ_trung_quốc': 0.04%
   Keyword 'chặt_messi_inter_miami': 0.04%
   Keyword 'inter_miami': 0.04%
   Keyword 'chủ_tịch_liên_đoàn_bóng_đá_thái_lan': 0.04%
   Keyword 'hà_đức_chinh': 0.04%
   Keyword 'cao_văn_triền': 0.04%
   Keyword 'cup': 0.04%
   Keyword 'bàu_trắng_htv_challenge': 0.04%
   Keyword 'thử_thách': 0.04%
   Keyword 'park_hangseo': 0.04%
   Keyword 'hlv_park_hangseo': 0.04%
   Keyword 'cũ_đội_sài_gòn': 0.04%
   Keyword 'clb_tp._hcm_hlv': 0.04%
   Keyword 'phú_xuân': 0.04%
   Keyword 'phú_yên': 0.04%
   Keyword 'tế_bào_gốc_việt_nam': 0.04%
   Keyword 'bị_can': 0.04%
   Keyword 'tàu_cá_ngư_dân_thanh_hoá': 0.04%
   Keyword 'ngư_dân': 0.04%
   Keyword 'bộ_trưởng_gtvt': 0.04%
   Keyword 'cà_mau': 0.04%
   Keyword 'phi_vụ': 0.04%
   Keyword 'an_giang_lãnh': 0.04%
   Keyword 'lãnh': 0.04%
   Keyword 'chúa_tể': 0.04%
   Keyword 'chúa_tể_nhẫn_hàng_loạt_bom_rạp_việt': 0.04%
   Keyword 'vương_linh': 0.04%
   Keyword 'hoạ_sĩ': 0.04%
   Keyword 'hương_giang_hoàng': 0.04%
   Keyword 'ly_trần': 0.04%
   Keyword 'hoạ_sĩ_ly_trần': 0.04%
   Keyword 'suzuki': 0.04%
   Keyword 'ô_tô_suzuki': 0.04%
   Keyword 'xe_địa_hình_htv_challenge': 0.04%
   Keyword 'challenge': 0.04%
   Keyword 'chờ': 0.04%
   Keyword 'b._bình_dương': 0.04%
   Keyword 'danh_giá_trung_quốc': 0.04%
   Keyword 'em_út': 0.04%
   Keyword 'em_út_bts': 0.04%
   Keyword 'china_master': 0.04%
   Keyword 'cầu_lông_nguyễn_thuỳ_linh': 0.04%
   Keyword 'link': 0.04%
   Keyword 'kim_ga_eun': 0.04%
   Keyword 'blackpink': 0.04%
   Keyword 'lvmh': 0.04%
   Keyword 'thiếu_gia': 0.04%
   Keyword 'jungkook_bts': 0.04%
   Keyword 'novak_djokovic': 0.04%
   Keyword 'giải_vô_địch_bóng_chuyền': 0.04%
   Keyword 'enrique_iglesias_album': 0.04%
   Keyword 'chất_lượng_không_khí_bắc_bộ': 0.04%
   Keyword 'không_khí': 0.04%
   Keyword 'ứng_viên_hàng_đầu_vô_địch_u17_world_cup': 0.04%
   Keyword 'dương_thuý_vi': 0.04%
   Keyword 'wushu': 0.04%
   Keyword 'bài_học': 0.04%
   Keyword 'nakamura': 0.04%
   Keyword 'chung_kết_man_city': 0.04%
   Keyword 'ronaldo': 0.04%
   Keyword 'camp_nou': 0.04%
   Keyword 'sự_kiện': 0.04%
   Keyword 'kinh_đô': 0.04%
   Keyword 'vui_chơi': 0.04%
   Keyword 'top_nơi': 0.04%
   Keyword 'generali_việt_nam': 0.04%
   Keyword 'quyết_định': 0.04%
   Keyword 'la_liga': 0.04%
   Keyword 'tồi_tệ_barcelona': 0.04%
   Keyword 'làm_khách': 0.04%
   Keyword 'tiền_vệ_chủ_chốt_gavi': 0.04%
   Keyword 'làm_khách_vallecano': 0.04%
   Keyword 'chấn_thương': 0.04%
   Keyword 'vallecano': 0.04%
   Keyword 'catalunya': 0.04%
   Keyword 'gavi': 0.04%
   Keyword 'khắc_tinh_đkvđ_la_liga': 0.04%
   Keyword 'chấn_thương_đầu_gối_nghiêm_trọng_đội_tuyển_tây_ban_nha': 0.04%
   Keyword 'tinh_thần_đội_bóng_xứ_catalunya': 0.04%
   Keyword 'tây_ban_nha': 0.04%
   Keyword 'đầu_gối': 0.04%
   Keyword 'tiền_vệ': 0.04%
   Keyword 'kỳ_fifa_days': 0.04%
   Keyword 'mister_tourism_world': 0.04%
   Keyword 'quốc_trí': 0.04%
   Keyword 'italy_venice': 0.04%
   Keyword 'đinh_hữu_dư': 0.04%
   Keyword 'tủ_sách': 0.04%
   Keyword 'tủ_sách_đinh_hữu_dư': 0.04%
   Keyword 'đỗ': 0.04%
   Keyword 'tô_lâm': 0.04%
   Keyword 'bộ_trưởng_tô_lâm': 0.04%
   Keyword 'hải_hà': 0.04%
   Keyword 'đoàn_hải_hà': 0.04%
   Keyword 'đen_tối': 0.04%
   Keyword 'sức_mua': 0.04%
   Keyword 'vật_tư': 0.04%
   Keyword 'trường_đại_học_cần_thơ': 0.04%
   Keyword 'cần_thơ': 0.04%
   Keyword 'phúc_thẩm': 0.04%
   Keyword 'phúc_thẩm_vụ_quân_xa': 0.04%
   Keyword 'sáng_tạo_tp._hcm': 0.04%
   Keyword 'ngày_xửa_ngày_xưa': 0.04%
   Keyword 'prenn_đà_lạt': 0.04%
   Keyword 'hình_thành': 0.04%
   Keyword 'triển_vọng': 0.04%
   Keyword 'hải_quân_mỹ': 0.04%
   Keyword 'sơ_đồ': 0.04%
   Keyword 'điện_lực_tp._hcm': 0.04%
   Keyword 'brisbane': 0.04%
   Keyword 'lý_hoàng_nam': 0.04%
   Keyword 'lê_nguyệt_minh': 0.04%
   Keyword 'bến_xe': 0.04%
   Keyword 'cảng_cần_giờ': 0.04%
   Keyword 'cần_giờ': 0.04%
   Keyword 'jungkook': 0.04%
   Keyword 'côn_đảo': 0.04%
   Keyword 'lai_châu': 0.04%
   Keyword 'toà_án_hàn_quốc': 0.04%
   Keyword 'kim_jong_un': 0.04%
   Keyword 'đại_sứ_quán': 0.04%
   Keyword 'xe_tăng': 0.04%
   Keyword 'foxconn': 0.04%
   Keyword 'tỉ_phú': 0.04%
   Keyword 'phản_đối': 0.04%
   Keyword 'dự_án_cao_tốc_biên_hoà_vũng_tàu_giá': 0.04%
   Keyword 'trung_lương': 0.04%
   Keyword 'trung_lương_mỹ_thuận': 0.04%
   Keyword 'giám_thị': 0.04%
   Keyword 'đỏ': 0.04%
   Keyword 'bục_giảng_kỳ_đỏ': 0.04%
   Keyword 'thầy_cô': 0.04%
   Keyword 'territory': 0.04%
   Keyword 'hạng_c_việt_nam': 0.04%
   Keyword 'ford': 0.04%
   Keyword 'văn_việt': 0.04%
   Keyword 'xưa': 0.04%
   Keyword 'kun_marathon_hà_nội': 0.04%
   Keyword 'kun_marathon': 0.04%
   Keyword 'đầu_bảng': 0.04%
   Keyword 'hlv_thái_lan': 0.04%
   Keyword 'chính_trường': 0.04%
   Keyword 'bốt_hàng_đậu': 0.04%
   Keyword 'điền_kinh': 0.04%
   Keyword 'liên_đoàn_điền_kinh': 0.04%
   Keyword 'quy_chuẩn': 0.04%
   Keyword 'sam_altman': 0.04%
   Keyword 'báo_trung_quốc_trái_tim_cđv': 0.04%
   Keyword 'nghị_sĩ_malaysia': 0.04%
   Keyword 'nghị_sĩ': 0.04%
   Keyword 'noel': 0.04%
   Keyword 'giới_trẻ_hàn_quốc': 0.04%
   Keyword 'trêu': 0.04%
   Keyword 'trẻ_hoài_bão_trêu': 0.04%
   Keyword 'hoài_bão': 0.04%
   Keyword 'lăng_xê': 0.04%
   Keyword 'đồ_cổ': 0.04%
   Keyword 'nhà_nguyễn': 0.04%
   Keyword 'mỹ_nữ_tân_cương': 0.04%
   Keyword 'mỹ_nữ': 0.04%
   Keyword 'diễn_viên_đỗ_kỷ': 0.04%
   Keyword 'nsnd': 0.04%
   Keyword 'tác_phẩm': 0.04%
   Keyword 'bông_sen_vàng': 0.04%
   Keyword 'tác_phẩm_tranh_giải_bông_sen_vàng': 0.04%
   Keyword 'dâm_ô': 0.04%
   Keyword 'tập_thể': 0.04%
   Keyword 'thái_độ': 0.04%
   Keyword 'hiệu_trưởng_bách_khoa_tp_hcm': 0.04%
   Keyword 'hiệu_trưởng': 0.04%
   Keyword 'năng_lực_đh_quốc_gia_tp_hcm': 0.04%
   Keyword 'đại_tây_dương': 0.04%
   Keyword 'bầu_trời': 0.04%
   Keyword 'công_tơ': 0.04%
   Keyword 'lạm_phát_nhật_bản': 0.04%
   Keyword 'genz': 0.04%
   Keyword 'nhà_băng': 0.04%
   Keyword 'khách_hàng_genz': 0.04%
   Keyword 'vinamilk_tiếp': 0.04%
   Keyword 'lãnh_đạo_vinamilk_tiếp': 0.04%
   Keyword 'tng_holdings_vietnam': 0.04%
   Keyword 'holdings_vietnam': 0.04%
   Keyword 'chứng_khoán': 0.04%
   Keyword 'tesla': 0.04%
   Keyword 'gsm': 0.04%
   Keyword 'doanh_nghiệp_hà_tĩnh': 0.04%
   Keyword 'toyota_alphard_exclusive_lounge_mpv': 0.04%
   Keyword 'alphard_exclusive_lounge_mpv': 0.04%
   Keyword 'tiếp_viên_việt': 0.04%
   Keyword 'quảng_cáo': 0.04%
   Keyword 'ott': 0.04%
   Keyword 'nội_soi': 0.04%
   Keyword 'mù_mắt': 0.04%
   Keyword 'thai_phụ': 0.04%
   Keyword 'cột_sống': 0.04%
   Keyword 'cờ_bạc': 0.04%
   Keyword 'bỉ': 0.04%
   Keyword 'hàng_loạt_mộ_thái': 0.04%
   Keyword 'thái': 0.04%
   Keyword 'hezbollah': 0.04%
   Keyword 'căn_cứ_mỹ_trung_đông': 0.04%
   Keyword 'avdeevka': 0.04%
   Keyword 'usd_cửa_khẩu_ba_lan': 0.04%
   Keyword 'ba_lan': 0.04%
   Keyword 'cửa_khẩu': 0.04%
   Keyword 'biển_mùa_đông_lễ_tạ': 0.04%
   Keyword 'biden': 0.04%
   Keyword 'tạ': 0.04%
   Keyword 'kim_jongun_phóng': 0.04%
   Keyword 'lãnh_đạo_eu': 0.04%
   Keyword 'mourinho_ancelotti': 0.04%
   Keyword 'asian_cup': 0.04%
   Keyword 'báo_đông_nam_á': 0.04%
   Keyword 'cờ_tướng': 0.04%
   Keyword 'phi_công': 0.04%
   Keyword 'trọng_tài': 0.04%
   Keyword 'vnexpress_marathon': 0.04%
   Keyword 'arsenal': 0.04%
   Keyword 'máy_tính': 0.04%
   Keyword 'djokovic_cđv_anh': 0.04%
   Keyword 'everton': 0.04%
   Keyword 'clb_tp_hcm': 0.04%
   Keyword 'bóng_đá_việt': 0.04%
   Keyword 'sở_trường': 0.04%
   Keyword 'bất_lực': 0.04%
   Keyword 'hàng_xóm': 0.04%
   Keyword 'thị_trưởng_thành_phố_new_york': 0.04%
   Keyword 'thị_trưởng': 0.04%
   Keyword 'tay_vợt_nguyễn_thuỳ_linh': 0.04%
   Keyword 'tay_vợt': 0.04%
   Keyword 'logo': 0.04%
   Keyword 'trực_tuyến_dinh_dưỡng': 0.04%
   Keyword 'dinh_dưỡng': 0.04%
   Keyword 'tắc_kè': 0.04%
   Keyword 'hậu_loan_vương': 0.04%
   Keyword 'loan_vương': 0.04%
   Keyword 'khoẻ_đẹp_hoa': 0.04%
   Keyword 'độ_khoẻ_đẹp_hoa': 0.04%
   Keyword 'bưởi': 0.04%
   Keyword 'vụ_thành_bưởi': 0.04%
   Keyword 'nhà_xe': 0.04%
   Keyword 'thành': 0.04%
   Keyword 'ngập_lụt': 0.04%
   Keyword 'tốc_độ': 0.04%
   Keyword 'nhà_bán_lẻ_mỹ': 0.04%
   Keyword 'giao_lộ': 0.04%
   Keyword 'bộ_trưởng_gtvt_thu': 0.04%
   Keyword 'apple': 0.04%
   Keyword 'huawei_cloud': 0.04%
   Keyword 'hành_tinh': 0.04%
   Keyword 'stripe_ipo_liệu': 0.04%
   Keyword 'tp_hồ_chí_minh_tạm': 0.04%
   Keyword 'lưu_huỳnh': 0.04%
   Keyword 'kentucky': 0.04%
   Keyword 'đèn_trời': 0.04%
   Keyword 'thông_gia': 0.04%
   Keyword 'tình': 0.04%
   Keyword 'phong_yến': 0.04%
   Keyword 'to_lớn_taylor_swift': 0.04%
   Keyword 'báo_hỷ': 0.04%
   Keyword 'đoàn_văn_hậu_doãn_hải_my': 0.04%
   Keyword 'my': 0.04%
   Keyword 'đoàn_văn_hậu_doãn_hải': 0.04%
   Keyword 'liveshow': 0.04%
   Keyword 'học_đường': 0.04%
   Keyword 'vấn_nạn': 0.04%
   Keyword 'huân_chương': 0.04%
   Keyword 'rosé_blackpink': 0.04%
   Keyword 'đặc_quyền_rosé_blackpink': 0.04%
   Keyword 'di_sản_văn_hoá_việt_nam': 0.04%
   Keyword 'tỷ_lệ': 0.04%
   Keyword 'miến_điện': 0.04%
   Keyword 'tội_ác': 0.04%
   Keyword 'dân_thường': 0.04%
   Keyword 'nghiên_cứu_sinh': 0.04%
   Keyword 'sở': 0.04%
   Keyword 'di_trú': 0.04%
   Keyword 'nam_lộc': 0.04%
   Keyword 'đại_sứ': 0.04%
   Keyword 'lý_khắc_cường': 0.04%
   Keyword 'hongxing': 0.04%
   Keyword 'hoa_cũ_lý_khắc_cường': 0.04%
   Keyword 'chiến_tranh_địa_đạo_hamas': 0.04%
   Keyword 'việt_cộng': 0.04%
   Keyword 'địa_đạo': 0.04%
   Keyword 'nguyễn_thị_kim_phụng': 0.04%
   Keyword 'foreign_policy': 0.04%
   Keyword 'chủ_nghĩa': 0.04%
   Keyword 'the_washington_post': 0.04%
   Keyword 'chủ_nghĩa_độc_tài_trump': 0.04%
   Keyword 'trần_ngọc_cư': 0.04%
   Keyword 'cù_tuấn': 0.04%
   Keyword 'the_economist': 0.04%
   Keyword 'ngô_nhân_dụng_netanyahu': 0.04%
   Keyword 'hoà_lan': 0.04%
   Keyword 'cực_hữu': 0.04%
   Keyword 'geert_wilders': 0.04%
   Keyword 'ứng_viên_cực_hữu_kiểu_trump': 0.04%
   Keyword 'biểu_tình': 0.04%
   Keyword 'ái_nhĩ_lan': 0.04%
   Keyword 'tiếp_viên_vietnam_airlines': 0.04%
   Keyword 'nam_hàn': 0.04%
   Keyword 'vietnam_airlines': 0.04%
   Keyword 'cha_con_đại_gia_trần_quí_thanh': 0.04%
   Keyword 'ralph_macchio': 0.04%
   Keyword 'ralph_macchio_thành_long': 0.04%
   Keyword 'thành_long': 0.04%
   Keyword 'karate_kid': 0.04%
   Keyword 'văn_bản_giọng_windows': 0.04%
   Keyword 'windows': 0.04%
   Keyword 'chủ_tịch_tân_hiệp_phát': 0.04%
   Keyword 'năng_lượng_sạch_việt_nam': 0.04%
   Keyword 'cop28': 0.04%
   Keyword 'nữ_tiếp_viên_vn': 0.04%
   Keyword 'toà_hàn_quốc': 0.04%
   Keyword 'kremlin_việc_nato': 0.04%
   Keyword 'schengen': 0.04%
   Keyword 'quân_sự_schengen_châu_âu': 0.04%
   Keyword 'trưởng_lão': 0.04%
   Keyword 'viên_tịch': 0.04%
   Keyword 'hoà_thượng_thích_tuệ_sỹ': 0.04%
   Keyword 'tri_thức': 0.04%
   Keyword 'tu_sỹ': 0.04%
   Keyword 'thị_thực': 0.04%
   Keyword 'vận_động_viên_khuyết_tật_nam_phi_pistorius': 0.04%
   Keyword 'pistorius': 0.04%
   Keyword 'vận_động_viên': 0.04%
   Keyword 'nam_phi': 0.04%
   Keyword 'doc': 0.04%
   Keyword 'thị_trường_việt_nam': 0.04%
   Keyword 'quy_tắc': 0.04%
   Keyword 'thưởng': 0.04%
   Keyword 'đề_tài': 0.04%
   Keyword 'đồng_tính': 0.04%
   Keyword 'sàn_diễn': 0.04%
   Keyword 'the_masked_singer': 0.04%
   Keyword 'bố_gấu_hoàng_hải_màn': 0.04%
   Keyword 'gấu_hoàng_hải_màn': 0.04%
   Keyword 'tạp_chí': 0.04%
   Keyword 'qua_đời': 0.04%
   Keyword 'luật_khoa': 0.04%
   Keyword 'hòa_thượng_tuệ_sỹ_qua_đời': 0.04%
   Keyword 'hủa_phăn_lào': 0.04%
   Keyword 'công_an_tp._hồ_chí_minh': 0.04%
   Keyword 'cốt_cán': 0.04%
   Keyword 'nghị_định': 0.04%
   Keyword 'công_an_nghệ_an': 0.04%
   Keyword 'nhân_khẩu': 0.04%
   Keyword 'đầu_vào': 0.04%
   Keyword 'toàn_cầu_gii': 0.04%
   Keyword 'ấn_độ': 0.04%
   Keyword 'chỉ_số': 0.04%
   Keyword 'báo_cáo': 0.04%
   Keyword 'đêm': 0.04%
   Keyword 'định_kỳ': 0.04%
   Keyword 'cơ_chế': 0.04%
   Keyword 'con_người': 0.04%
   Keyword 'tiềm_lực': 0.04%
   Keyword 'nắng_gió': 0.04%
   Keyword 'chỉ_thị_ban_bí_thư_nghiêm_cấm': 0.04%
   Keyword 'xanh_luật_chơi': 0.04%
   Keyword 'sơn_la': 0.04%
   Keyword 'cươc_gốc_việt_nam': 0.04%
   Keyword 'nghĩa_vụ': 0.04%
   Keyword 'đường_dây_nóng': 0.04%
   Keyword 'lung_linh_sắc_màu_di_sản_văn_hoá_việt_nam': 0.04%
   Keyword 'lĩnh_vực_bhxh': 0.04%
   Keyword 'vướng_mắc': 0.04%
   Keyword 'hành_lang_pháp_lý': 0.04%
   Keyword 'nguồn_lực': 0.04%
   Keyword 'cam_lộ': 0.04%
   Keyword 'tuyến_kcb_bhyt': 0.04%
   Keyword 'dịch_vụ_kcb_ban_đầu': 0.04%
   Keyword 'ban_đầu': 0.04%
   Keyword 'du_lịch_y_tế_tp_hồ_chí_minh': 0.04%
   Keyword 'an_cư': 0.04%
   Keyword 'cảng': 0.04%
   Keyword 'hội_nghị_thượng_đỉnh_cop28_uae': 0.04%
   Keyword 'thượng_đỉnh': 0.04%
   Keyword 'truyền_cảm': 0.04%
   Keyword 'văn_kiện': 0.04%
   Keyword 'viện_hàn_lâm_khoa_học_xã_hội_việt_nam': 0.04%
   Keyword 'khoa_học_xã_hội': 0.04%
   Keyword 'viện_hàn_lâm': 0.04%
   Keyword 'tiến_trình_upr': 0.04%
   Keyword 'âu': 0.04%
   Keyword 'tiềm_năng': 0.04%
   Keyword 'cồn_ông': 0.04%
   Keyword 'lỗ_hổng': 0.04%
   Keyword 'tiêu_cực': 0.04%
   Keyword 'mặt_bằng': 0.04%
   Keyword 'thường_vụ': 0.04%
   Keyword 'chuẩn_y': 0.04%
   Keyword 'tỉnh_uỷ': 0.04%
   Keyword 'cấp_uỷ': 0.04%
   Keyword 'cư_kuin': 0.04%
   Keyword 'huyện_uỷ': 0.04%
   Keyword 'đội_trưởng': 0.04%
   Keyword 'nguyễn_đức_hải': 0.04%
   Keyword 'đại_tá_nguyễn_đức_hải': 0.04%
   Keyword 'cơ_yếu': 0.04%
   Keyword 'đồng_chí_phan_chí_hiếu': 0.04%
   Keyword 'phan_chí_hiếu': 0.04%
   Keyword 'bố_mẹ': 0.04%
   Keyword 'lionel_messi': 0.04%
   Keyword 'cổ_phiếu_hagl': 0.04%
   Keyword 'thuỵ': 0.04%
   Keyword 'vật_thể': 0.04%
   Keyword 'mặt_trăng': 0.04%
   Keyword 'mắt_thần': 0.04%
   Keyword 'thầy_giáo_miền_núi_công_chúa_thái_lan': 0.04%
   Keyword 'thầy_giáo': 0.04%
   Keyword 'công_chúa': 0.04%
   Keyword 'the_manor_tower_lào': 0.04%
   Keyword 'kim_cương': 0.04%
   Keyword 'tầng_the_manor_tower_lào_cai': 0.04%
   Keyword 'cai': 0.04%
   Keyword 'mega_grand_world_hà_nội': 0.04%
   Keyword 'mega_grand_world': 0.04%
   Keyword 'nam_em': 0.04%
   Keyword 'tp_hà_nội': 0.04%
   Keyword 'vietinbank_jcb_ultimate_vietnam': 0.04%
   Keyword 'airlines': 0.04%
   Keyword 'black_friday_nhộn_nhịp_mỹ': 0.04%
   Keyword 'mẹ_chồng_hàn_quốc_hà_tĩnh': 0.04%
   Keyword 'nhà_gái': 0.04%
   Keyword 'đám_cưới': 0.04%
   Keyword 'lexus': 0.04%
   Keyword 'ô_tô_gia_hạn': 0.04%
   Keyword 'gia_hạn': 0.04%
   Keyword 'vụ_xe_lexus': 0.04%
   Keyword 'mã_đà': 0.04%
   Keyword 'người_nhà': 0.04%
   Keyword 'cát_tặc_tạm': 0.04%
   Keyword 'chủ_trại_hàn_quốc': 0.04%
   Keyword 'binh_sĩ': 0.04%
   Keyword 'hoả_lực': 0.04%
   Keyword 'kherson': 0.04%
